Audio path,Prompt path
dataset\audio\FC02Session3wav_headMic0527.wav,dataset\prompts\FC02Session3prompts0527.txt
dataset\audio\FC02Session3wav_headMic0528.wav,dataset\prompts\FC02Session3prompts0528.txt
dataset\audio\FC02Session3wav_headMic0529.wav,dataset\prompts\FC02Session3prompts0529.txt
dataset\audio\FC02Session3wav_headMic0530.wav,dataset\prompts\FC02Session3prompts0530.txt
dataset\audio\FC02Session3wav_headMic0531.wav,dataset\prompts\FC02Session3prompts0531.txt
dataset\audio\FC02Session3wav_headMic0532.wav,dataset\prompts\FC02Session3prompts0532.txt
dataset\audio\FC02Session3wav_headMic0533.wav,dataset\prompts\FC02Session3prompts0533.txt
dataset\audio\FC02Session3wav_headMic0534.wav,dataset\prompts\FC02Session3prompts0534.txt
dataset\audio\FC02Session3wav_headMic0535.wav,dataset\prompts\FC02Session3prompts0535.txt
dataset\audio\FC02Session3wav_headMic0536.wav,dataset\prompts\FC02Session3prompts0536.txt
dataset\audio\FC02Session3wav_headMic0537.wav,dataset\prompts\FC02Session3prompts0537.txt
dataset\audio\FC02Session3wav_headMic0538.wav,dataset\prompts\FC02Session3prompts0538.txt
dataset\audio\FC02Session3wav_headMic0539.wav,dataset\prompts\FC02Session3prompts0539.txt
dataset\audio\FC02Session3wav_headMic0540.wav,dataset\prompts\FC02Session3prompts0540.txt
dataset\audio\FC02Session3wav_headMic0541.wav,dataset\prompts\FC02Session3prompts0541.txt
dataset\audio\FC02Session3wav_headMic0542.wav,dataset\prompts\FC02Session3prompts0542.txt
dataset\audio\FC02Session3wav_headMic0543.wav,dataset\prompts\FC02Session3prompts0543.txt
dataset\audio\FC02Session3wav_headMic0544.wav,dataset\prompts\FC02Session3prompts0544.txt
dataset\audio\FC02Session3wav_headMic0545.wav,dataset\prompts\FC02Session3prompts0545.txt
dataset\audio\FC02Session3wav_headMic0546.wav,dataset\prompts\FC02Session3prompts0546.txt
dataset\audio\FC02Session3wav_headMic0547.wav,dataset\prompts\FC02Session3prompts0547.txt
dataset\audio\FC02Session3wav_headMic0548.wav,dataset\prompts\FC02Session3prompts0548.txt
dataset\audio\FC02Session3wav_headMic0549.wav,dataset\prompts\FC02Session3prompts0549.txt
dataset\audio\FC02Session3wav_headMic0550.wav,dataset\prompts\FC02Session3prompts0550.txt
dataset\audio\FC02Session3wav_headMic0551.wav,dataset\prompts\FC02Session3prompts0551.txt
dataset\audio\FC02Session3wav_headMic0552.wav,dataset\prompts\FC02Session3prompts0552.txt
dataset\audio\FC02Session3wav_headMic0553.wav,dataset\prompts\FC02Session3prompts0553.txt
dataset\audio\FC02Session3wav_headMic0554.wav,dataset\prompts\FC02Session3prompts0554.txt
dataset\audio\FC02Session3wav_headMic0555.wav,dataset\prompts\FC02Session3prompts0555.txt
dataset\audio\FC02Session3wav_headMic0556.wav,dataset\prompts\FC02Session3prompts0556.txt
dataset\audio\FC02Session3wav_headMic0557.wav,dataset\prompts\FC02Session3prompts0557.txt
dataset\audio\FC02Session3wav_headMic0558.wav,dataset\prompts\FC02Session3prompts0558.txt
dataset\audio\FC02Session3wav_headMic0559.wav,dataset\prompts\FC02Session3prompts0559.txt
dataset\audio\FC02Session3wav_headMic0560.wav,dataset\prompts\FC02Session3prompts0560.txt
dataset\audio\FC02Session3wav_headMic0561.wav,dataset\prompts\FC02Session3prompts0561.txt
dataset\audio\FC02Session3wav_headMic0562.wav,dataset\prompts\FC02Session3prompts0562.txt
dataset\audio\FC02Session3wav_headMic0563.wav,dataset\prompts\FC02Session3prompts0563.txt
dataset\audio\FC02Session3wav_headMic0564.wav,dataset\prompts\FC02Session3prompts0564.txt
dataset\audio\FC02Session3wav_headMic0565.wav,dataset\prompts\FC02Session3prompts0565.txt
dataset\audio\FC02Session3wav_headMic0566.wav,dataset\prompts\FC02Session3prompts0566.txt
dataset\audio\FC02Session3wav_headMic0567.wav,dataset\prompts\FC02Session3prompts0567.txt
dataset\audio\FC02Session3wav_headMic0568.wav,dataset\prompts\FC02Session3prompts0568.txt
dataset\audio\FC02Session3wav_headMic0569.wav,dataset\prompts\FC02Session3prompts0569.txt
dataset\audio\FC02Session3wav_headMic0570.wav,dataset\prompts\FC02Session3prompts0570.txt
dataset\audio\FC02Session3wav_headMic0571.wav,dataset\prompts\FC02Session3prompts0571.txt
dataset\audio\FC02Session3wav_headMic0572.wav,dataset\prompts\FC02Session3prompts0572.txt
dataset\audio\FC02Session3wav_headMic0573.wav,dataset\prompts\FC02Session3prompts0573.txt
dataset\audio\FC02Session3wav_headMic0574.wav,dataset\prompts\FC02Session3prompts0574.txt
dataset\audio\FC02Session3wav_headMic0575.wav,dataset\prompts\FC02Session3prompts0575.txt
dataset\audio\FC02Session3wav_headMic0576.wav,dataset\prompts\FC02Session3prompts0576.txt
dataset\audio\FC02Session3wav_headMic0577.wav,dataset\prompts\FC02Session3prompts0577.txt
dataset\audio\FC02Session3wav_headMic0578.wav,dataset\prompts\FC02Session3prompts0578.txt
dataset\audio\FC02Session3wav_headMic0579.wav,dataset\prompts\FC02Session3prompts0579.txt
dataset\audio\FC02Session3wav_headMic0580.wav,dataset\prompts\FC02Session3prompts0580.txt
dataset\audio\FC02Session3wav_headMic0581.wav,dataset\prompts\FC02Session3prompts0581.txt
dataset\audio\FC02Session3wav_headMic0582.wav,dataset\prompts\FC02Session3prompts0582.txt
dataset\audio\FC02Session3wav_headMic0583.wav,dataset\prompts\FC02Session3prompts0583.txt
dataset\audio\FC02Session3wav_headMic0584.wav,dataset\prompts\FC02Session3prompts0584.txt
dataset\audio\FC02Session3wav_headMic0585.wav,dataset\prompts\FC02Session3prompts0585.txt
dataset\audio\FC02Session3wav_headMic0586.wav,dataset\prompts\FC02Session3prompts0586.txt
dataset\audio\FC02Session3wav_headMic0587.wav,dataset\prompts\FC02Session3prompts0587.txt
dataset\audio\FC02Session3wav_headMic0588.wav,dataset\prompts\FC02Session3prompts0588.txt
dataset\audio\FC02Session3wav_headMic0589.wav,dataset\prompts\FC02Session3prompts0589.txt
dataset\audio\FC02Session3wav_headMic0590.wav,dataset\prompts\FC02Session3prompts0590.txt
dataset\audio\FC02Session3wav_headMic0591.wav,dataset\prompts\FC02Session3prompts0591.txt
dataset\audio\FC02Session3wav_headMic0592.wav,dataset\prompts\FC02Session3prompts0592.txt
dataset\audio\FC02Session3wav_headMic0593.wav,dataset\prompts\FC02Session3prompts0593.txt
dataset\audio\FC02Session3wav_headMic0594.wav,dataset\prompts\FC02Session3prompts0594.txt
dataset\audio\FC02Session3wav_headMic0595.wav,dataset\prompts\FC02Session3prompts0595.txt
dataset\audio\FC02Session3wav_headMic0596.wav,dataset\prompts\FC02Session3prompts0596.txt
dataset\audio\FC02Session3wav_headMic0597.wav,dataset\prompts\FC02Session3prompts0597.txt
dataset\audio\FC02Session3wav_headMic0598.wav,dataset\prompts\FC02Session3prompts0598.txt
dataset\audio\FC02Session3wav_headMic0599.wav,dataset\prompts\FC02Session3prompts0599.txt
dataset\audio\FC02Session3wav_headMic0600.wav,dataset\prompts\FC02Session3prompts0600.txt
dataset\audio\FC02Session3wav_headMic0601.wav,dataset\prompts\FC02Session3prompts0601.txt
dataset\audio\FC02Session3wav_headMic0602.wav,dataset\prompts\FC02Session3prompts0602.txt
dataset\audio\FC02Session3wav_headMic0603.wav,dataset\prompts\FC02Session3prompts0603.txt
dataset\audio\FC02Session3wav_headMic0604.wav,dataset\prompts\FC02Session3prompts0604.txt
dataset\audio\FC02Session3wav_headMic0605.wav,dataset\prompts\FC02Session3prompts0605.txt
dataset\audio\FC02Session3wav_headMic0606.wav,dataset\prompts\FC02Session3prompts0606.txt
dataset\audio\FC02Session3wav_headMic0607.wav,dataset\prompts\FC02Session3prompts0607.txt
dataset\audio\FC02Session3wav_headMic0608.wav,dataset\prompts\FC02Session3prompts0608.txt
dataset\audio\FC02Session3wav_headMic0609.wav,dataset\prompts\FC02Session3prompts0609.txt
dataset\audio\FC02Session3wav_headMic0610.wav,dataset\prompts\FC02Session3prompts0610.txt
dataset\audio\FC02Session3wav_headMic0611.wav,dataset\prompts\FC02Session3prompts0611.txt
dataset\audio\FC02Session3wav_headMic0612.wav,dataset\prompts\FC02Session3prompts0612.txt
dataset\audio\FC02Session3wav_headMic0613.wav,dataset\prompts\FC02Session3prompts0613.txt
dataset\audio\FC02Session3wav_headMic0614.wav,dataset\prompts\FC02Session3prompts0614.txt
dataset\audio\FC02Session3wav_headMic0615.wav,dataset\prompts\FC02Session3prompts0615.txt
dataset\audio\FC02Session3wav_headMic0616.wav,dataset\prompts\FC02Session3prompts0616.txt
dataset\audio\FC02Session3wav_headMic0617.wav,dataset\prompts\FC02Session3prompts0617.txt
dataset\audio\FC02Session3wav_headMic0618.wav,dataset\prompts\FC02Session3prompts0618.txt
dataset\audio\FC02Session3wav_headMic0619.wav,dataset\prompts\FC02Session3prompts0619.txt
dataset\audio\FC02Session3wav_headMic0620.wav,dataset\prompts\FC02Session3prompts0620.txt
dataset\audio\FC02Session3wav_headMic0621.wav,dataset\prompts\FC02Session3prompts0621.txt
dataset\audio\FC02Session3wav_headMic0622.wav,dataset\prompts\FC02Session3prompts0622.txt
dataset\audio\FC02Session3wav_headMic0623.wav,dataset\prompts\FC02Session3prompts0623.txt
dataset\audio\FC02Session3wav_headMic0624.wav,dataset\prompts\FC02Session3prompts0624.txt
dataset\audio\FC02Session3wav_headMic0625.wav,dataset\prompts\FC02Session3prompts0625.txt
dataset\audio\FC02Session3wav_headMic0626.wav,dataset\prompts\FC02Session3prompts0626.txt
dataset\audio\FC02Session3wav_headMic0627.wav,dataset\prompts\FC02Session3prompts0627.txt
dataset\audio\FC02Session3wav_headMic0628.wav,dataset\prompts\FC02Session3prompts0628.txt
dataset\audio\FC02Session3wav_headMic0629.wav,dataset\prompts\FC02Session3prompts0629.txt
dataset\audio\FC02Session3wav_headMic0630.wav,dataset\prompts\FC02Session3prompts0630.txt
dataset\audio\FC02Session3wav_headMic0631.wav,dataset\prompts\FC02Session3prompts0631.txt
dataset\audio\FC02Session3wav_headMic0632.wav,dataset\prompts\FC02Session3prompts0632.txt
dataset\audio\FC02Session3wav_headMic0633.wav,dataset\prompts\FC02Session3prompts0633.txt
dataset\audio\FC02Session3wav_headMic0634.wav,dataset\prompts\FC02Session3prompts0634.txt
dataset\audio\FC02Session3wav_headMic0635.wav,dataset\prompts\FC02Session3prompts0635.txt
dataset\audio\FC02Session3wav_headMic0636.wav,dataset\prompts\FC02Session3prompts0636.txt
dataset\audio\FC02Session3wav_headMic0637.wav,dataset\prompts\FC02Session3prompts0637.txt
dataset\audio\FC02Session3wav_headMic0638.wav,dataset\prompts\FC02Session3prompts0638.txt
dataset\audio\FC02Session3wav_headMic0639.wav,dataset\prompts\FC02Session3prompts0639.txt
dataset\audio\FC02Session3wav_headMic0640.wav,dataset\prompts\FC02Session3prompts0640.txt
dataset\audio\FC02Session3wav_headMic0641.wav,dataset\prompts\FC02Session3prompts0641.txt
dataset\audio\FC02Session3wav_headMic0642.wav,dataset\prompts\FC02Session3prompts0642.txt
dataset\audio\FC02Session3wav_headMic0643.wav,dataset\prompts\FC02Session3prompts0643.txt
dataset\audio\FC02Session3wav_headMic0644.wav,dataset\prompts\FC02Session3prompts0644.txt
dataset\audio\FC02Session3wav_headMic0645.wav,dataset\prompts\FC02Session3prompts0645.txt
dataset\audio\FC02Session3wav_headMic0646.wav,dataset\prompts\FC02Session3prompts0646.txt
dataset\audio\FC02Session3wav_headMic0647.wav,dataset\prompts\FC02Session3prompts0647.txt
dataset\audio\FC02Session3wav_headMic0648.wav,dataset\prompts\FC02Session3prompts0648.txt
dataset\audio\FC02Session3wav_headMic0649.wav,dataset\prompts\FC02Session3prompts0649.txt
dataset\audio\FC02Session3wav_headMic0650.wav,dataset\prompts\FC02Session3prompts0650.txt
dataset\audio\FC02Session3wav_headMic0651.wav,dataset\prompts\FC02Session3prompts0651.txt
dataset\audio\FC02Session3wav_headMic0652.wav,dataset\prompts\FC02Session3prompts0652.txt
dataset\audio\FC02Session3wav_headMic0653.wav,dataset\prompts\FC02Session3prompts0653.txt
dataset\audio\FC02Session3wav_headMic0654.wav,dataset\prompts\FC02Session3prompts0654.txt
dataset\audio\FC02Session3wav_headMic0655.wav,dataset\prompts\FC02Session3prompts0655.txt
dataset\audio\FC02Session3wav_headMic0656.wav,dataset\prompts\FC02Session3prompts0656.txt
dataset\audio\FC02Session3wav_headMic0657.wav,dataset\prompts\FC02Session3prompts0657.txt
dataset\audio\FC02Session3wav_headMic0658.wav,dataset\prompts\FC02Session3prompts0658.txt
dataset\audio\FC02Session3wav_headMic0659.wav,dataset\prompts\FC02Session3prompts0659.txt
dataset\audio\FC02Session3wav_headMic0660.wav,dataset\prompts\FC02Session3prompts0660.txt
dataset\audio\FC02Session3wav_headMic0661.wav,dataset\prompts\FC02Session3prompts0661.txt
dataset\audio\FC02Session3wav_headMic0662.wav,dataset\prompts\FC02Session3prompts0662.txt
dataset\audio\FC02Session3wav_headMic0663.wav,dataset\prompts\FC02Session3prompts0663.txt
dataset\audio\FC02Session3wav_headMic0664.wav,dataset\prompts\FC02Session3prompts0664.txt
dataset\audio\FC02Session3wav_headMic0665.wav,dataset\prompts\FC02Session3prompts0665.txt
dataset\audio\FC02Session3wav_headMic0666.wav,dataset\prompts\FC02Session3prompts0666.txt
dataset\audio\FC02Session3wav_headMic0667.wav,dataset\prompts\FC02Session3prompts0667.txt
dataset\audio\FC02Session3wav_headMic0668.wav,dataset\prompts\FC02Session3prompts0668.txt
dataset\audio\FC02Session3wav_headMic0669.wav,dataset\prompts\FC02Session3prompts0669.txt
dataset\audio\FC02Session3wav_headMic0670.wav,dataset\prompts\FC02Session3prompts0670.txt
dataset\audio\FC02Session3wav_headMic0671.wav,dataset\prompts\FC02Session3prompts0671.txt
dataset\audio\FC02Session3wav_headMic0672.wav,dataset\prompts\FC02Session3prompts0672.txt
dataset\audio\FC02Session3wav_headMic0673.wav,dataset\prompts\FC02Session3prompts0673.txt
dataset\audio\FC02Session3wav_headMic0674.wav,dataset\prompts\FC02Session3prompts0674.txt
dataset\audio\FC02Session3wav_headMic0675.wav,dataset\prompts\FC02Session3prompts0675.txt
dataset\audio\FC02Session3wav_headMic0676.wav,dataset\prompts\FC02Session3prompts0676.txt
dataset\audio\FC02Session3wav_headMic0677.wav,dataset\prompts\FC02Session3prompts0677.txt
dataset\audio\FC02Session3wav_headMic0678.wav,dataset\prompts\FC02Session3prompts0678.txt
dataset\audio\FC02Session3wav_headMic0679.wav,dataset\prompts\FC02Session3prompts0679.txt
dataset\audio\FC02Session3wav_headMic0680.wav,dataset\prompts\FC02Session3prompts0680.txt
dataset\audio\FC02Session3wav_headMic0681.wav,dataset\prompts\FC02Session3prompts0681.txt
dataset\audio\FC02Session3wav_headMic0682.wav,dataset\prompts\FC02Session3prompts0682.txt
dataset\audio\FC02Session3wav_headMic0683.wav,dataset\prompts\FC02Session3prompts0683.txt
dataset\audio\FC02Session3wav_headMic0684.wav,dataset\prompts\FC02Session3prompts0684.txt
dataset\audio\FC02Session3wav_headMic0685.wav,dataset\prompts\FC02Session3prompts0685.txt
dataset\audio\FC02Session3wav_headMic0686.wav,dataset\prompts\FC02Session3prompts0686.txt
dataset\audio\FC02Session3wav_headMic0687.wav,dataset\prompts\FC02Session3prompts0687.txt
dataset\audio\FC02Session3wav_headMic0688.wav,dataset\prompts\FC02Session3prompts0688.txt
dataset\audio\FC02Session3wav_headMic0689.wav,dataset\prompts\FC02Session3prompts0689.txt
dataset\audio\FC02Session3wav_headMic0690.wav,dataset\prompts\FC02Session3prompts0690.txt
dataset\audio\FC02Session3wav_headMic0691.wav,dataset\prompts\FC02Session3prompts0691.txt
dataset\audio\FC02Session3wav_headMic0692.wav,dataset\prompts\FC02Session3prompts0692.txt
dataset\audio\FC02Session3wav_headMic0693.wav,dataset\prompts\FC02Session3prompts0693.txt
dataset\audio\FC02Session3wav_headMic0694.wav,dataset\prompts\FC02Session3prompts0694.txt
dataset\audio\FC02Session3wav_headMic0695.wav,dataset\prompts\FC02Session3prompts0695.txt
dataset\audio\FC02Session3wav_headMic0696.wav,dataset\prompts\FC02Session3prompts0696.txt
dataset\audio\FC02Session3wav_headMic0697.wav,dataset\prompts\FC02Session3prompts0697.txt
dataset\audio\FC02Session3wav_headMic0698.wav,dataset\prompts\FC02Session3prompts0698.txt
dataset\audio\FC02Session3wav_headMic0699.wav,dataset\prompts\FC02Session3prompts0699.txt
dataset\audio\FC02Session3wav_headMic0700.wav,dataset\prompts\FC02Session3prompts0700.txt
dataset\audio\FC02Session3wav_headMic0701.wav,dataset\prompts\FC02Session3prompts0701.txt
dataset\audio\FC02Session3wav_headMic0702.wav,dataset\prompts\FC02Session3prompts0702.txt
dataset\audio\FC02Session3wav_headMic0703.wav,dataset\prompts\FC02Session3prompts0703.txt
dataset\audio\FC02Session3wav_headMic0704.wav,dataset\prompts\FC02Session3prompts0704.txt
dataset\audio\FC02Session3wav_headMic0705.wav,dataset\prompts\FC02Session3prompts0705.txt
dataset\audio\FC02Session3wav_headMic0706.wav,dataset\prompts\FC02Session3prompts0706.txt
dataset\audio\FC02Session3wav_headMic0707.wav,dataset\prompts\FC02Session3prompts0707.txt
dataset\audio\FC02Session3wav_headMic0708.wav,dataset\prompts\FC02Session3prompts0708.txt
dataset\audio\FC02Session3wav_headMic0709.wav,dataset\prompts\FC02Session3prompts0709.txt
dataset\audio\FC02Session3wav_headMic0710.wav,dataset\prompts\FC02Session3prompts0710.txt
dataset\audio\FC02Session3wav_headMic0711.wav,dataset\prompts\FC02Session3prompts0711.txt
dataset\audio\FC02Session3wav_headMic0712.wav,dataset\prompts\FC02Session3prompts0712.txt
dataset\audio\FC02Session3wav_headMic0713.wav,dataset\prompts\FC02Session3prompts0713.txt
dataset\audio\FC02Session3wav_headMic0714.wav,dataset\prompts\FC02Session3prompts0714.txt
dataset\audio\FC02Session3wav_headMic0715.wav,dataset\prompts\FC02Session3prompts0715.txt
dataset\audio\FC02Session3wav_headMic0716.wav,dataset\prompts\FC02Session3prompts0716.txt
dataset\audio\FC02Session3wav_headMic0717.wav,dataset\prompts\FC02Session3prompts0717.txt
dataset\audio\FC02Session3wav_headMic0718.wav,dataset\prompts\FC02Session3prompts0718.txt
dataset\audio\FC02Session3wav_headMic0719.wav,dataset\prompts\FC02Session3prompts0719.txt
dataset\audio\FC02Session3wav_headMic0720.wav,dataset\prompts\FC02Session3prompts0720.txt
dataset\audio\FC02Session3wav_headMic0721.wav,dataset\prompts\FC02Session3prompts0721.txt
dataset\audio\FC02Session3wav_headMic0722.wav,dataset\prompts\FC02Session3prompts0722.txt
dataset\audio\FC02Session3wav_headMic0723.wav,dataset\prompts\FC02Session3prompts0723.txt
dataset\audio\FC02Session3wav_headMic0724.wav,dataset\prompts\FC02Session3prompts0724.txt
dataset\audio\FC02Session3wav_headMic0725.wav,dataset\prompts\FC02Session3prompts0725.txt
dataset\audio\FC02Session3wav_headMic0726.wav,dataset\prompts\FC02Session3prompts0726.txt
dataset\audio\FC02Session3wav_headMic0727.wav,dataset\prompts\FC02Session3prompts0727.txt
dataset\audio\FC02Session3wav_headMic0728.wav,dataset\prompts\FC02Session3prompts0728.txt
dataset\audio\FC02Session3wav_headMic0729.wav,dataset\prompts\FC02Session3prompts0729.txt
dataset\audio\FC02Session3wav_headMic0730.wav,dataset\prompts\FC02Session3prompts0730.txt
dataset\audio\FC02Session3wav_headMic0731.wav,dataset\prompts\FC02Session3prompts0731.txt
dataset\audio\FC02Session3wav_headMic0732.wav,dataset\prompts\FC02Session3prompts0732.txt
dataset\audio\FC02Session3wav_headMic0733.wav,dataset\prompts\FC02Session3prompts0733.txt
dataset\audio\FC02Session3wav_headMic0734.wav,dataset\prompts\FC02Session3prompts0734.txt
dataset\audio\FC02Session3wav_headMic0735.wav,dataset\prompts\FC02Session3prompts0735.txt
