audio path,prompt,length
dataset\audio\M02Session1wav_headMic0055.wav,She had your dark suit in greasy wash water all year.,53
dataset\audio\MC04Session1wav_headMic0552.wav,Only the most accomplished artists obtain popularity.,53
dataset\audio\MC01Session2wav_headMic0312.wav,There is definitely some ligament damage in his knee.,53
dataset\audio\F03Session1wav_headMic0011.wav,She had your dark suit in greasy wash water all year.,53
dataset\audio\FC03Session1wav_headMic0069.wav,She had your dark suit in greasy wash water all year.,53
dataset\audio\M04Session2wav_headMic0060.wav,he slowly takes a short walk in the open air each day.,54
dataset\audio\M05Session1wav_headMic0057.wav,he slowly takes a short walk in the open air each day.,54
dataset\audio\MC01Session3wav_headMic0315.wav,Last year's gas shortage caused steep price increases.,54
dataset\audio\FC01Session1wav_headMic0113.wav,he slowly takes a short walk in the open air each day.,54
dataset\audio\F04Session2wav_headMic0072.wav,"Night after night, they received annoying phone calls.",54
dataset\audio\FC02Session3wav_headMic0103.wav,"Night after night, they received annoying phone calls.",54
dataset\audio\M02Session2wav_headMic0191.wav,"Night after night, they received annoying phone calls.",54
dataset\audio\MC01Session1wav_headMic0079.wav,he slowly takes a short walk in the open air each day.,54
dataset\audio\F04Session2wav_headMic0223.wav,He really crucified him; he nailed it for a yard loss.,54
dataset\audio\MC02Session1wav_headMic0006.wav,he slowly takes a short walk in the open air each day.,54
dataset\audio\MC03Session1wav_headMic0364.wav,"Night after night, they received annoying phone calls.",54
dataset\audio\F03Session1wav_headMic0072.wav,he slowly takes a short walk in the open air each day.,54
dataset\audio\M02Session1wav_headMic0080.wav,he slowly takes a short walk in the open air each day.,54
dataset\audio\M05Session2wav_headMic0305.wav,He really crucified him; he nailed it for a yard loss.,54
dataset\audio\MC03Session1wav_headMic0469.wav,He really crucified him; he nailed it for a yard loss.,54
dataset\audio\M05Session2wav_headMic0243.wav,"Night after night, they received annoying phone calls.",54
dataset\audio\M03Session2wav_headMic0312.wav,"Night after night, they received annoying phone calls.",54
dataset\audio\FC02Session3wav_headMic0162.wav,He really crucified him; he nailed it for a yard loss.,54
dataset\audio\FC03Session1wav_headMic0367.wav,"Night after night, they received annoying phone calls.",54
dataset\audio\F01Session1wav_headMic0014.wav,he slowly takes a short walk in the open air each day.,54
dataset\audio\MC04Session1wav_headMic0340.wav,"Night after night, they received annoying phone calls.",54
dataset\audio\FC03Session2wav_headMic0014.wav,He really crucified him; he nailed it for a yard loss.,54
dataset\audio\MC02Session1wav_headMic0287.wav,"Night after night, they received annoying phone calls.",54
dataset\audio\M01Session2wav_headMic0209.wav,"Night after night, they received annoying phone calls.",54
dataset\audio\FC03Session1wav_headMic0026.wav,he slowly takes a short walk in the open air each day.,54
dataset\audio\MC01Session2wav_headMic0109.wav,He really crucified him; he nailed it for a yard loss.,54
dataset\audio\MC01Session2wav_headMic0110.wav,He really crucified him; he nailed it for a yard loss.,54
dataset\audio\MC03Session1wav_headMic0076.wav,he slowly takes a short walk in the open air each day.,54
dataset\audio\M01Session1wav_headMic0077.wav,he slowly takes a short walk in the open air each day.,54
dataset\audio\MC04Session1wav_headMic0417.wav,He really crucified him; he nailed it for a yard loss.,54
dataset\audio\MC02Session2wav_headMic0055.wav,He really crucified him; he nailed it for a yard loss.,54
dataset\audio\FC02Session3wav_headMic0731.wav,Last year's gas shortage caused steep price increases.,54
dataset\audio\MC04Session1wav_headMic0094.wav,he slowly takes a short walk in the open air each day.,54
dataset\audio\FC03Session3wav_headMic0136.wav,Last year's gas shortage caused steep price increases.,54
dataset\audio\F03Session3wav_headMic0162.wav,"Night after night, they received annoying phone calls.",54
dataset\audio\MC01Session2wav_headMic0006.wav,"Night after night, they received annoying phone calls.",54
dataset\audio\MC04Session1wav_headMic0534.wav,Etiquette mandates compliance with existing regulations.,56
dataset\audio\FC02Session3wav_headMic0359.wav,Etiquette mandates compliance with existing regulations.,56
dataset\audio\MC03Session1wav_headMic0583.wav,Etiquette mandates compliance with existing regulations.,56
dataset\audio\FC03Session2wav_headMic0124.wav,Etiquette mandates compliance with existing regulations.,56
dataset\audio\MC01Session2wav_headMic0256.wav,Etiquette mandates compliance with existing regulations.,56
dataset\audio\F03Session3wav_headMic0135.wav,Etiquette mandates compliance with existing regulations.,56
dataset\audio\FC03Session2wav_headMic0123.wav,Etiquette mandates compliance with existing regulations.,56
dataset\audio\FC02Session3wav_headMic0960.wav,Flying standby can be practical if you want to save money.,58
dataset\audio\FC03Session2wav_headMic0013.wav,He really crucified himself; he nailed it for a yard loss.,58
dataset\audio\M03Session2wav_headMic0029.wav,"Except in the winter when the ooze or snow or ice prevents,",59
dataset\audio\M05Session1wav_headMic0020.wav,"Except in the winter when the ooze or snow or ice prevents,",59
dataset\audio\MC04Session1wav_headMic0031.wav,"Except in the winter when the ooze or snow or ice prevents,",59
dataset\audio\M01Session1wav_headMic0011.wav,"Except in the winter when the ooze or snow or ice prevents,",59
dataset\audio\M02Session1wav_headMic0115.wav,"Except in the winter when the ooze or snow or ice prevents,",59
dataset\audio\MC03Session1wav_headMic0082.wav,"Except in the winter when the ooze or snow or ice prevents,",59
dataset\audio\FC03Session1wav_headMic0105.wav,"Except in the winter when the ooze or snow or ice prevents,",59
dataset\audio\FC01Session1wav_headMic0061.wav,"Except in the winter when the ooze or snow or ice prevents,",59
dataset\audio\MC02Session1wav_headMic0112.wav,"Except in the winter when the ooze or snow or ice prevents,",59
dataset\audio\FC03Session3wav_headMic0075.wav,The legislature met to judge the state of public education.,59
dataset\audio\F03Session1wav_headMic0031.wav,"Except in the winter when the ooze or snow or ice prevents,",59
dataset\audio\MC03Session2wav_headMic0192.wav,The legislature met to judge the state of public education.,59
dataset\audio\MC01Session1wav_headMic0053.wav,"Except in the winter when the ooze or snow or ice prevents,",59
dataset\audio\MC01Session3wav_headMic0084.wav,The legislature met to judge the state of public education.,59
dataset\audio\FC02Session3wav_headMic0545.wav,The legislature met to judge the state of public education.,59
dataset\audio\MC01Session3wav_headMic0083.wav,The legislature met to judge the state of public education.,59
dataset\audio\FC02Session3wav_headMic0544.wav,The legislature met to judge the state of public education.,59
dataset\audio\F01Session1wav_headMic0008.wav,"Except in the winter when the ooze or snow or ice prevents,",59
dataset\audio\M04Session2wav_headMic0033.wav,"Except in the winter when the ooze or snow or ice prevents,",59
dataset\audio\F03Session1wav_headMic0030.wav,Except in the winter when the ozone or snow or ice prevents.,60
dataset\audio\MC01Session3wav_headMic0217.wav,We experience distress and frustration obtaining our degrees.,61
dataset\audio\MC04Session1wav_headMic0625.wav,He played basketball there while working toward a law degree.,61
dataset\audio\MC03Session1wav_headMic0506.wav,He played basketball there while working toward a law degree.,61
dataset\audio\MC01Session2wav_headMic0241.wav,He played basketball there while working toward a law degree.,61
dataset\audio\FC03Session2wav_headMic0168.wav,He played basketball there while working toward a law degree.,61
dataset\audio\F03Session3wav_headMic0182.wav,He played basketball there while working toward a law degree.,61
dataset\audio\FC02Session3wav_headMic0274.wav,He played basketball there while working toward a law degree.,61
dataset\audio\FC02Session3wav_headMic0623.wav,We experience distress and frustration obtaining our degrees.,61
dataset\audio\MC03Session2wav_headMic0170.wav,We experience distress and frustration obtaining our degrees.,61
dataset\audio\FC03Session3wav_headMic0066.wav,We experience distress and frustration obtaining our degrees.,61
dataset\audio\MC01Session3wav_headMic0190.wav,The eastern coast is a place for pure pleasure and excitement.,62
dataset\audio\FC02Session3wav_headMic0644.wav,The eastern coast is a place for pure pleasure and excitement.,62
dataset\audio\FC03Session3wav_headMic0055.wav,The eastern coast is a place for pure pleasure and excitement.,62
dataset\audio\MC03Session2wav_headMic0217.wav,The eastern coast is a place for pure pleasure and excitement.,62
dataset\audio\MC01Session1wav_headMic0120.wav,"When he speaks, his voice is just a bit cracked and quivers a trifle.",69
dataset\audio\MC03Session1wav_headMic0118.wav,"When he speaks, his voice is just a bit cracked and quivers a trifle.",69
dataset\audio\M01Session1wav_headMic0005.wav,"When he speaks, his voice is just a bit cracked and quivers a trifle.",69
dataset\audio\M04Session2wav_headMic0029.wav,"When he speaks, his voice is just a bit cracked and quivers a trifle.",69
dataset\audio\M05Session1wav_headMic0074.wav,"When he speaks, his voice is just a bit cracked and quivers a trifle.",69
dataset\audio\FC01Session1wav_headMic0015.wav,"When he speaks, his voice is just a bit cracked and quivers a trifle.",69
dataset\audio\F01Session1wav_headMic0132.wav,"When he speaks, his voice is just a bit cracked and quivers a trifle.",69
dataset\audio\M03Session2wav_headMic0101.wav,"When he speaks, his voice is just a bit cracked and quivers a trifle.",69
dataset\audio\M03Session2wav_headMic0102.wav,"When he speaks, his voice is just a bit cracked and quivers a trifle.",69
dataset\audio\MC04Session1wav_headMic0026.wav,"When he speaks, his voice is just a bit cracked and quivers a trifle.",69
dataset\audio\MC04Session1wav_headMic0027.wav,"When he speaks, his voice is just a bit cracked and quivers a trifle.",69
dataset\audio\FC03Session1wav_headMic0054.wav,"When he speaks, his voice is just a bit cracked and quivers a trifle.",69
dataset\audio\M02Session1wav_headMic0062.wav,"When he speaks, his voice is just a bit cracked and quivers a trifle.",69
dataset\audio\MC02Session1wav_headMic0087.wav,"When he speaks, his voice is just a bit cracked and quivers a trifle.",69
dataset\audio\FC03Session1wav_headMic0055.wav,"When he speaks, his voice is just a bit cracked and quivers a trifle.",69
dataset\audio\F03Session1wav_headMic0095.wav,"When he speaks, his voice is just a bit cracked and quivers a trifle.",69
dataset\audio\MC01Session1wav_headMic0065.wav,Twice each day he plays skillfully and with zest upon our small organ.,70
dataset\audio\FC01Session1wav_headMic0090.wav,Twice each day he plays skillfully and with zest upon our small organ.,70
dataset\audio\F03Session1wav_headMic0025.wav,Twice each day he plays skillfully and with zest upon our small organ.,70
dataset\audio\MC03Session1wav_headMic0050.wav,Twice each day he plays skillfully and with zest upon our small organ.,70
dataset\audio\MC02Session1wav_headMic0052.wav,Twice each day he plays skillfully and with zest upon our small organ.,70
dataset\audio\M03Session2wav_headMic0096.wav,Twice each day he plays skillfully and with zest upon our small organ.,70
dataset\audio\FC03Session1wav_headMic0109.wav,Twice each day he plays skillfully and with zest upon our small organ.,70
dataset\audio\M01Session1wav_headMic0084.wav,Twice each day he plays skillfully and with zest upon our small organ.,70
dataset\audio\M04Session2wav_headMic0100.wav,Twice each day he plays skillfully and with zest upon our small organ.,70
dataset\audio\M02Session1wav_headMic0092.wav,Twice each day he plays skillfully and with zest upon our small organ.,70
dataset\audio\MC04Session1wav_headMic0098.wav,Twice each day he plays skillfully and with zest upon our small organ.,70
dataset\audio\M05Session1wav_headMic0009.wav,Twice each day he plays skillfully and with zest upon our small organ.,70
dataset\audio\F01Session1wav_headMic0116.wav,Twice each day he plays skillfully and with zest upon our small organ.,70
dataset\audio\F03Session1wav_headMic0024.wav,Twice each day he plays skillfully and with zest upon our little organ.,71
dataset\audio\M02Session1wav_headMic0034.wav,giving those who observe him a pronounced feeling of the utmost respect.,72
dataset\audio\MC04Session1wav_headMic0257.wav,Nothing has been done yet to take advantage of the enabling legislation.,72
dataset\audio\FC03Session1wav_headMic0112.wav,giving those who observe him a pronounced feeling of the utmost respect.,72
dataset\audio\M03Session2wav_headMic0346.wav,Nothing has been done yet to take advantage of the enabling legislation.,72
dataset\audio\M04Session2wav_headMic0291.wav,Nothing has been done yet to take advantage of the enabling legislation.,72
dataset\audio\FC02Session3wav_headMic0123.wav,Nothing has been done yet to take advantage of the enabling legislation.,72
dataset\audio\M04Session2wav_headMic0024.wav,giving those who observe him a pronounced feeling of the utmost respect.,72
dataset\audio\MC03Session1wav_headMic0083.wav,giving those who observe him a pronounced feeling of the utmost respect.,72
dataset\audio\M05Session1wav_headMic0010.wav,giving those who observe him a pronounced feeling of the utmost respect.,72
dataset\audio\F03Session2wav_headMic0118.wav,Nothing has been done yet to take advantage of the enabling legislation.,72
dataset\audio\M05Session2wav_headMic0242.wav,Nothing has been done yet to take advantage of the enabling legislation.,72
dataset\audio\M02Session2wav_headMic0208.wav,Nothing has been done yet to take advantage of the enabling legislation.,72
dataset\audio\MC03Session1wav_headMic0331.wav,Nothing has been done yet to take advantage of the enabling legislation.,72
dataset\audio\M01Session2wav_headMic0191.wav,Nothing has been done yet to take advantage of the enabling legislation.,72
dataset\audio\FC03Session1wav_headMic0298.wav,Nothing has been done yet to take advantage of the enabling legislation.,72
dataset\audio\MC02Session1wav_headMic0031.wav,giving those who observe him a pronounced feeling of the utmost respect.,72
dataset\audio\M03Session2wav_headMic0118.wav,giving those who observe him a pronounced feeling of the utmost respect.,72
dataset\audio\MC04Session1wav_headMic0116.wav,giving those who observe him a pronounced feeling of the utmost respect.,72
dataset\audio\MC01Session1wav_headMic0077.wav,giving those who observe him a pronounced feeling of the utmost respect.,72
dataset\audio\M01Session1wav_headMic0056.wav,giving those who observe him a pronounced feeling of the utmost respect.,72
dataset\audio\F03Session1wav_headMic0070.wav,giving those who observe him a pronounced feeling of the utmost respect.,72
dataset\audio\FC01Session1wav_headMic0033.wav,giving those who observe him a pronounced feeling of the utmost respect.,72
dataset\audio\F04Session2wav_headMic0119.wav,Nothing has been done yet to take advantage of the enabling legislation.,72
dataset\audio\MC02Session1wav_headMic0359.wav,Nothing has been done yet to take advantage of the enabling legislation.,72
dataset\audio\F01Session1wav_headMic0035.wav,giving those who observe him a pronounced feeling of the utmost respect.,72
dataset\audio\FC02Session3wav_headMic0910.wav,"Unfortunately, there is still little demand for broccoli and cauliflower.",73
dataset\audio\MC03Session2wav_headMic0086.wav,Her position covers a number of daily tasks common to any social director.,74
dataset\audio\FC02Session3wav_headMic0737.wav,The staff deserves a lot of credit working down here under real obstacles.,74
dataset\audio\FC02Session3wav_headMic0484.wav,Her position covers a number of daily tasks common to any social director.,74
dataset\audio\MC01Session3wav_headMic0304.wav,The staff deserves a lot of credit working down here under real obstacles.,74
dataset\audio\FC02Session3wav_headMic0775.wav,Hiring the wife for one's company may win her tax-aided retirement income.,74
dataset\audio\MC01Session3wav_headMic0019.wav,Her position covers a number of daily tasks common to any social director.,74
dataset\audio\MC01Session3wav_headMic0403.wav,Hiring the wife for one's company may win her tax-aided retirement income.,74
dataset\audio\FC03Session2wav_headMic0287.wav,Her position covers a number of daily tasks common to any social director.,74
dataset\audio\MC01Session3wav_headMic0018.wav,Her position covers a number of daily tasks common to any social director.,74
dataset\audio\MC01Session3wav_headMic0381.wav,"They make gin saws and deal in parts, supplies and some used gin machinery.",75
dataset\audio\M03Session2wav_headMic0420.wav,the prospect of cutting back spending is an unpleasant one for any governor,75
dataset\audio\FC02Session3wav_headMic0884.wav,"They make gin saws and deal in parts, supplies and some used gin machinery.",75
dataset\audio\FC02Session3wav_headMic0629.wav,There was no confirmation of such massive assaults from independent sources.,76
dataset\audio\FC02Session3wav_headMic0565.wav,The structures housing the apartments are of masonry and frame construction.,76
dataset\audio\F04Session2wav_headMic0183.wav,He further proposed grants of an unspecified sum for experimental hospitals.,76
dataset\audio\FC03Session2wav_headMic0114.wav,The prospect of cutting back spending is an unpleasant one for any governor.,76
dataset\audio\F03Session3wav_headMic0134.wav,The prospect of cutting back spending is an unpleasant one for any governor.,76
dataset\audio\MC03Session2wav_headMic0107.wav,"So, if anybody solicits by phone, make sure you mail the dough to the above.",76
dataset\audio\F03Session3wav_headMic0153.wav,He further proposed grants of an unspecified sum for experimental hospitals.,76
dataset\audio\FC02Session3wav_headMic0142.wav,The prospect of cutting back spending is an unpleasant one for any governor.,76
dataset\audio\MC01Session2wav_headMic0358.wav,"So, if anybody solicits by phone, make sure you mail the dough to the above.",76
dataset\audio\MC01Session2wav_headMic0128.wav,The prospect of cutting back spending is an unpleasant one for any governor.,76
dataset\audio\FC03Session3wav_headMic0017.wav,There was no confirmation of such massive assaults from independent sources.,76
dataset\audio\M01Session2wav_headMic0181.wav,He further proposed grants of an unspecified sum for experimental hospitals.,76
dataset\audio\M02Session2wav_headMic0202.wav,He further proposed grants of an unspecified sum for experimental hospitals.,76
dataset\audio\MC01Session3wav_headMic0101.wav,There was no confirmation of such massive assaults from independent sources.,76
dataset\audio\MC04Session1wav_headMic0439.wav,The prospect of cutting back spending is an unpleasant one for any governor.,76
dataset\audio\FC03Session1wav_headMic0345.wav,He further proposed grants of an unspecified sum for experimental hospitals.,76
dataset\audio\MC02Session2wav_headMic0062.wav,The prospect of cutting back spending is an unpleasant one for any governor.,76
dataset\audio\M05Session2wav_headMic0274.wav,The prospect of cutting back spending is an unpleasant one for any governor.,76
dataset\audio\MC03Session1wav_headMic0483.wav,The prospect of cutting back spending is an unpleasant one for any governor.,76
dataset\audio\F04Session2wav_headMic0214.wav,The prospect of cutting back spending is an unpleasant one for any governor.,76
dataset\audio\MC04Session1wav_headMic0299.wav,He further proposed grants of an unspecified sum for experimental hospitals.,76
dataset\audio\F03Session3wav_headMic0209.wav,He further proposed grants of an unspecified sum for experimental hospitals.,76
dataset\audio\MC03Session1wav_headMic0299.wav,He further proposed grants of an unspecified sum for experimental hospitals.,76
dataset\audio\FC03Session2wav_headMic0296.wav,"So, if anybody solicits by phone, make sure you mail the dough to the above.",76
dataset\audio\FC03Session3wav_headMic0044.wav,The structures housing the apartments are of masonry and frame construction.,76
dataset\audio\FC02Session3wav_headMic0448.wav,"So, if anybody solicits by phone, make sure you mail the dough to the above.",76
dataset\audio\MC01Session3wav_headMic0183.wav,The structures housing the apartments are of masonry and frame construction.,76
dataset\audio\FC02Session3wav_headMic0107.wav,He further proposed grants of an unspecified sum for experimental hospitals.,76
dataset\audio\MC02Session1wav_headMic0262.wav,He further proposed grants of an unspecified sum for experimental hospitals.,76
dataset\audio\MC02Session1wav_headMic0263.wav,He further proposed grants of an unspecified sum for experimental hospitals.,76
dataset\audio\M05Session2wav_headMic0146.wav,He further proposed grants of an unspecified sum for experimental hospitals.,76
dataset\audio\M05Session2wav_headMic0145.wav,He further proposed grants of an unspecified sum for experimental hospitals.,76
dataset\audio\M03Session2wav_headMic0362.wav,He further proposed grants of an unspecified sum for experimental hospitals.,76
dataset\audio\MC01Session1wav_headMic0312.wav,He further proposed grants of an unspecified sum for experimental hospitals.,76
dataset\audio\M04Session2wav_headMic0194.wav,"If you destroy confidence in banks, you do something to the economy, he said.",77
dataset\audio\MC03Session1wav_headMic0154.wav,"If you destroy confidence in banks, you do something to the economy, he said.",77
dataset\audio\MC03Session2wav_headMic0193.wav,"This, he added, brought about petty jealousies and petty personal grievances.",77
dataset\audio\FC03Session1wav_headMic0140.wav,"If you destroy confidence in banks, you do something to the economy, he said.",77
dataset\audio\M01Session2wav_headMic0111.wav,"If you destroy confidence in banks, you do something to the economy, he said.",77
dataset\audio\M05Session2wav_headMic0038.wav,"If you destroy confidence in banks, you do something to the economy, he said.",77
dataset\audio\F03Session2wav_headMic0007.wav,"If you destroy confidence in banks, you do something to the economy, he said.",77
dataset\audio\F03Session2wav_headMic0006.wav,"If you destroy confidence in banks, you do something to the economy, he said.",77
dataset\audio\MC01Session3wav_headMic0106.wav,"This, he added, brought about petty jealousies and petty personal grievances.",77
dataset\audio\FC02Session3wav_headMic0638.wav,"This, he added, brought about petty jealousies and petty personal grievances.",77
dataset\audio\MC02Session1wav_headMic0252.wav,"If you destroy confidence in banks, you do something to the economy, he said.",77
dataset\audio\M02Session1wav_headMic0168.wav,"If you destroy confidence in banks, you do something to the economy, he said.",77
dataset\audio\MC01Session1wav_headMic0126.wav,"If you destroy confidence in banks, you do something to the economy, he said.",77
dataset\audio\M03Session2wav_headMic0244.wav,"If you destroy confidence in banks, you do something to the economy, he said.",77
dataset\audio\M03Session2wav_headMic0245.wav,"If you destroy confidence in banks, you do something to the economy, he said.",77
dataset\audio\MC04Session1wav_headMic0249.wav,"If you destroy confidence in banks, you do something to the economy, he said.",77
dataset\audio\MC03Session2wav_headMic0194.wav,"This, he added, brought about petty jealousies and petty personal grievances.",77
dataset\audio\FC03Session3wav_headMic0001.wav,"This, he added, brought about petty jealousies and petty personal grievances.",77
dataset\audio\MC02Session1wav_headMic0253.wav,"If you destroy confidence in banks, you do something to the economy, he said.",77
dataset\audio\F03Session3wav_headMic0047.wav,It also provides for funds to clear slums and help colleges build dormitories.,78
dataset\audio\FC03Session1wav_headMic0373.wav,It also provides for funds to clear slums and help colleges build dormitories.,78
dataset\audio\MC04Session1wav_headMic0335.wav,It also provides for funds to clear slums and help colleges build dormitories.,78
dataset\audio\FC03Session1wav_headMic0374.wav,It also provides for funds to clear slums and help colleges build dormitories.,78
dataset\audio\FC02Session3wav_headMic0842.wav,Maybe it's taking longer to get things squared away than the bankers expected.,78
dataset\audio\MC02Session1wav_headMic0315.wav,It also provides for funds to clear slums and help colleges build dormitories.,78
dataset\audio\M01Session2wav_headMic0165.wav,It also provides for funds to clear slums and help colleges build dormitories.,78
dataset\audio\MC01Session1wav_headMic0289.wav,It also provides for funds to clear slums and help colleges build dormitories.,78
dataset\audio\M02Session2wav_headMic0134.wav,It also provides for funds to clear slums and help colleges build dormitories.,78
dataset\audio\MC03Session1wav_headMic0357.wav,It also provides for funds to clear slums and help colleges build dormitories.,78
dataset\audio\F04Session2wav_headMic0115.wav,It also provides for funds to clear slums and help colleges build dormitories.,78
dataset\audio\M05Session2wav_headMic0186.wav,It also provides for funds to clear slums and help colleges build dormitories.,78
dataset\audio\M03Session2wav_headMic0344.wav,It also provides for funds to clear slums and help colleges build dormitories.,78
dataset\audio\MC02Session1wav_headMic0314.wav,It also provides for funds to clear slums and help colleges build dormitories.,78
dataset\audio\M04Session2wav_headMic0282.wav,It also provides for funds to clear slums and help colleges build dormitories.,78
dataset\audio\FC02Session3wav_headMic0950.wav,"Displayed as lamps, the puppets delight the children and are decorative accent.",79
