audio path,prompt,length
dataset\audio\M04Session2wav_headMic0261.wav,toot,4
dataset\audio\M04Session2wav_headMic0254.wav,mere,4
dataset\audio\MC01Session3wav_headMic0333.wav,wipe,4
dataset\audio\M05Session1wav_headMic0011.wav,feet,4
dataset\audio\MC01Session3wav_headMic0344.wav,feel,4
dataset\audio\FC03Session2wav_headMic0068.wav,rest,4
dataset\audio\M04Session2wav_headMic0294.wav,park,4
dataset\audio\M04Session2wav_headMic0276.wav,papa,4
dataset\audio\FC03Session2wav_headMic0071.wav,knot,4
dataset\audio\FC03Session2wav_headMic0072.wav,down,4
dataset\audio\FC03Session2wav_headMic0073.wav,dice,4
dataset\audio\FC03Session2wav_headMic0078.wav,meat,4
dataset\audio\FC03Session2wav_headMic0079.wav,chip,4
dataset\audio\M04Session2wav_headMic0271.wav,tile,4
dataset\audio\M04Session2wav_headMic0270.wav,tile,4
dataset\audio\M04Session2wav_headMic0267.wav,know,4
dataset\audio\FC03Session2wav_headMic0085.wav,fork,4
dataset\audio\MC01Session3wav_headMic0337.wav,wine,4
dataset\audio\M04Session2wav_headMic0266.wav,fate,4
dataset\audio\MC01Session3wav_headMic0336.wav,with,4
dataset\audio\M05Session1wav_headMic0035.wav,down,4
dataset\audio\MC01Session3wav_headMic0310.wav,Luke,4
dataset\audio\FC03Session2wav_headMic0116.wav,lock,4
dataset\audio\M05Session1wav_headMic0033.wav,form,4
dataset\audio\MC01Session3wav_headMic0284.wav,rise,4
dataset\audio\M04Session2wav_headMic0240.wav,deer,4
dataset\audio\FC03Session2wav_headMic0138.wav,cash,4
dataset\audio\FC03Session2wav_headMic0139.wav,dill,4
dataset\audio\M05Session1wav_headMic0034.wav,rave,4
dataset\audio\MC01Session3wav_headMic0278.wav,hate,4
dataset\audio\MC01Session3wav_headMic0277.wav,hall,4
dataset\audio\FC03Session2wav_headMic0142.wav,goat,4
dataset\audio\FC03Session2wav_headMic0143.wav,weep,4
dataset\audio\FC03Session2wav_headMic0147.wav,four,4
dataset\audio\MC01Session3wav_headMic0273.wav,hail,4
dataset\audio\FC03Session2wav_headMic0150.wav,side,4
dataset\audio\M04Session2wav_headMic0238.wav,loop,4
dataset\audio\MC01Session3wav_headMic0271.wav,hash,4
dataset\audio\M05Session1wav_headMic0032.wav,left,4
dataset\audio\MC01Session3wav_headMic0307.wav,born,4
dataset\audio\M05Session1wav_headMic0031.wav,slip,4
dataset\audio\MC01Session3wav_headMic0288.wav,hail,4
dataset\audio\FC03Session2wav_headMic0117.wav,neat,4
dataset\audio\FC03Session2wav_headMic0118.wav,best,4
dataset\audio\MC01Session3wav_headMic0303.wav,burn,4
dataset\audio\MC01Session3wav_headMic0302.wav,tort,4
dataset\audio\MC01Session3wav_headMic0299.wav,pant,4
dataset\audio\M04Session2wav_headMic0250.wav,four,4
dataset\audio\MC01Session3wav_headMic0298.wav,seed,4
dataset\audio\M05Session1wav_headMic0029.wav,horn,4
dataset\audio\MC01Session3wav_headMic0297.wav,that,4
dataset\audio\MC01Session3wav_headMic0296.wav,fold,4
dataset\audio\FC03Session2wav_headMic0127.wav,bend,4
dataset\audio\M05Session1wav_headMic0030.wav,slip,4
dataset\audio\MC01Session3wav_headMic0293.wav,dash,4
dataset\audio\MC01Session3wav_headMic0291.wav,hold,4
dataset\audio\MC01Session3wav_headMic0290.wav,harm,4
dataset\audio\M04Session2wav_headMic0244.wav,fear,4
dataset\audio\FC03Session2wav_headMic0231.wav,hold,4
dataset\audio\M05Session1wav_headMic0079.wav,beat,4
dataset\audio\FC03Session2wav_headMic0232.wav,chop,4
dataset\audio\M04Session2wav_headMic0117.wav,knew,4
dataset\audio\M05Session1wav_headMic0127.wav,knee,4
dataset\audio\M04Session2wav_headMic0115.wav,rain,4
dataset\audio\FC03Session2wav_headMic0343.wav,mock,4
dataset\audio\FC03Session2wav_headMic0344.wav,nine,4
dataset\audio\M05Session1wav_headMic0128.wav,ship,4
dataset\audio\M04Session2wav_headMic0113.wav,knee,4
dataset\audio\M04Session2wav_headMic0112.wav,beat,4
dataset\audio\FC03Session2wav_headMic0347.wav,Pete,4
dataset\audio\MC01Session3wav_headMic0146.wav,hash,4
dataset\audio\FC03Session2wav_headMic0350.wav,ache,4
dataset\audio\MC01Session3wav_headMic0145.wav,leap,4
dataset\audio\M04Session2wav_headMic0110.wav,weed,4
dataset\audio\FC03Session2wav_headMic0354.wav,beat,4
dataset\audio\FC03Session2wav_headMic0355.wav,food,4
dataset\audio\FC03Session2wav_headMic0339.wav,fork,4
dataset\audio\M04Session2wav_headMic0107.wav,raid,4
dataset\audio\FC03Session2wav_headMic0338.wav,feed,4
dataset\audio\MC01Session3wav_headMic0154.wav,mile,4
dataset\audio\MC01Session3wav_headMic0160.wav,harm,4
dataset\audio\M04Session2wav_headMic0131.wav,wish,4
dataset\audio\FC03Session2wav_headMic0324.wav,reap,4
dataset\audio\M03Session2wav_headMic0369.wav,nine,4
dataset\audio\M05Session1wav_headMic0122.wav,feed,4
dataset\audio\MC01Session3wav_headMic0159.wav,peas,4
dataset\audio\M05Session1wav_headMic0123.wav,rain,4
dataset\audio\MC01Session3wav_headMic0157.wav,dock,4
dataset\audio\M04Session2wav_headMic0125.wav,know,4
dataset\audio\FC03Session2wav_headMic0329.wav,meat,4
dataset\audio\MC01Session3wav_headMic0155.wav,ease,4
dataset\audio\FC03Session2wav_headMic0332.wav,hash,4
dataset\audio\FC03Session2wav_headMic0333.wav,four,4
dataset\audio\FC03Session2wav_headMic0334.wav,zero,4
dataset\audio\FC03Session2wav_headMic0335.wav,nine,4
dataset\audio\M04Session2wav_headMic0121.wav,warm,4
dataset\audio\FC03Session2wav_headMic0322.wav,reef,4
dataset\audio\FC03Session2wav_headMic0358.wav,meat,4
dataset\audio\FC03Session2wav_headMic0360.wav,seam,4
dataset\audio\MC01Session3wav_headMic0126.wav,ache,4
dataset\audio\M05Session2wav_headMic0012.wav,know,4
dataset\audio\FC03Session2wav_headMic0384.wav,nice,4
dataset\audio\MC01Session3wav_headMic0124.wav,chap,4
dataset\audio\M04Session2wav_headMic0081.wav,born,4
dataset\audio\M04Session2wav_headMic0080.wav,goat,4
dataset\audio\MC01Session3wav_headMic0123.wav,sake,4
dataset\audio\FC03Session2wav_headMic0387.wav,hail,4
dataset\audio\M04Session2wav_headMic0079.wav,feed,4
dataset\audio\FC03Session2wav_headMic0389.wav,zero,4
dataset\audio\MC01Session3wav_headMic0121.wav,feet,4
dataset\audio\M05Session2wav_headMic0014.wav,suit,4
dataset\audio\FC03Session3wav_headMic0005.wav,feet,4
dataset\audio\FC03Session3wav_headMic0007.wav,ease,4
dataset\audio\M04Session2wav_headMic0074.wav,rave,4
dataset\audio\FC03Session2wav_headMic0380.wav,coat,4
dataset\audio\M04Session2wav_headMic0105.wav,corn,4
dataset\audio\M04Session2wav_headMic0090.wav,warm,4
dataset\audio\MC01Session3wav_headMic0131.wav,tall,4
dataset\audio\M04Session2wav_headMic0103.wav,torn,4
dataset\audio\M04Session2wav_headMic0102.wav,horn,4
dataset\audio\M04Session2wav_headMic0101.wav,horn,4
dataset\audio\FC03Session2wav_headMic0364.wav,spit,4
dataset\audio\M05Session1wav_headMic0130.wav,dark,4
dataset\audio\M05Session2wav_headMic0003.wav,boot,4
dataset\audio\M04Session2wav_headMic0096.wav,glow,4
dataset\audio\M04Session2wav_headMic0095.wav,beta,4
dataset\audio\FC03Session2wav_headMic0368.wav,beam,4
dataset\audio\M05Session2wav_headMic0006.wav,sway,4
dataset\audio\FC03Session2wav_headMic0369.wav,neat,4
dataset\audio\M05Session2wav_headMic0007.wav,sigh,4
dataset\audio\M05Session2wav_headMic0009.wav,root,4
dataset\audio\M04Session2wav_headMic0091.wav,fair,4
dataset\audio\MC01Session3wav_headMic0134.wav,pill,4
dataset\audio\MC01Session3wav_headMic0130.wav,ease,4
dataset\audio\M04Session2wav_headMic0132.wav,boot,4
dataset\audio\MC01Session3wav_headMic0162.wav,sell,4
dataset\audio\M05Session1wav_headMic0119.wav,grow,4
dataset\audio\M04Session2wav_headMic0173.wav,knot,4
dataset\audio\MC01Session3wav_headMic0213.wav,feet,4
dataset\audio\FC03Session2wav_headMic0254.wav,bill,4
dataset\audio\FC03Session2wav_headMic0255.wav,coat,4
dataset\audio\FC03Session2wav_headMic0256.wav,beat,4
dataset\audio\M04Session2wav_headMic0171.wav,slip,4
dataset\audio\M04Session2wav_headMic0170.wav,sway,4
dataset\audio\M04Session2wav_headMic0169.wav,area,4
dataset\audio\FC03Session2wav_headMic0259.wav,shed,4
dataset\audio\MC01Session3wav_headMic0211.wav,harm,4
dataset\audio\FC03Session2wav_headMic0264.wav,said,4
dataset\audio\M05Session1wav_headMic0096.wav,born,4
dataset\audio\M04Session2wav_headMic0165.wav,peer,4
dataset\audio\M04Session2wav_headMic0164.wav,slay,4
dataset\audio\M05Session1wav_headMic0099.wav,rate,4
dataset\audio\FC03Session2wav_headMic0250.wav,cake,4
dataset\audio\M04Session2wav_headMic0162.wav,sigh,4
dataset\audio\MC01Session3wav_headMic0219.wav,blow,4
dataset\audio\M05Session1wav_headMic0092.wav,goat,4
dataset\audio\M05Session1wav_headMic0083.wav,warm,4
dataset\audio\M05Session1wav_headMic0084.wav,knew,4
dataset\audio\FC03Session2wav_headMic0233.wav,leak,4
dataset\audio\MC01Session3wav_headMic0224.wav,cold,4
dataset\audio\FC03Session2wav_headMic0237.wav,lake,4
dataset\audio\MC01Session3wav_headMic0223.wav,sail,4
dataset\audio\FC03Session2wav_headMic0239.wav,fork,4
dataset\audio\FC03Session2wav_headMic0240.wav,bill,4
dataset\audio\M04Session2wav_headMic0178.wav,gnaw,4
dataset\audio\FC03Session2wav_headMic0242.wav,shot,4
dataset\audio\MC01Session3wav_headMic0222.wav,feed,4
dataset\audio\FC03Session2wav_headMic0244.wav,gill,4
dataset\audio\M04Session2wav_headMic0177.wav,root,4
dataset\audio\FC03Session2wav_headMic0245.wav,gill,4
dataset\audio\M05Session1wav_headMic0088.wav,rage,4
dataset\audio\FC03Session2wav_headMic0247.wav,ride,4
dataset\audio\M05Session1wav_headMic0100.wav,raid,4
dataset\audio\FC03Session2wav_headMic0275.wav,cash,4
dataset\audio\FC03Session2wav_headMic0276.wav,feet,4
dataset\audio\FC03Session2wav_headMic0301.wav,beef,4
dataset\audio\MC01Session3wav_headMic0180.wav,full,4
dataset\audio\MC01Session3wav_headMic0179.wav,ease,4
dataset\audio\FC03Session2wav_headMic0307.wav,dock,4
dataset\audio\M05Session1wav_headMic0115.wav,beat,4
dataset\audio\M04Session2wav_headMic0143.wav,near,4
dataset\audio\MC01Session3wav_headMic0168.wav,cash,4
dataset\audio\M04Session2wav_headMic0141.wav,bear,4
dataset\audio\M04Session2wav_headMic0140.wav,bear,4
dataset\audio\M04Session2wav_headMic0138.wav,back,4
dataset\audio\FC03Session2wav_headMic0315.wav,reap,4
dataset\audio\FC03Session2wav_headMic0316.wav,beep,4
dataset\audio\FC03Session2wav_headMic0317.wav,five,4
dataset\audio\MC01Session3wav_headMic0164.wav,fill,4
dataset\audio\M04Session2wav_headMic0137.wav,back,4
dataset\audio\M04Session2wav_headMic0146.wav,hate,4
dataset\audio\M05Session1wav_headMic0114.wav,beat,4
dataset\audio\FC03Session2wav_headMic0298.wav,five,4
dataset\audio\M04Session2wav_headMic0148.wav,pile,4
dataset\audio\FC03Session2wav_headMic0279.wav,tail,4
dataset\audio\M05Session1wav_headMic0105.wav,corn,4
dataset\audio\FC03Session2wav_headMic0280.wav,code,4
dataset\audio\MC01Session3wav_headMic0198.wav,reap,4
dataset\audio\M05Session1wav_headMic0110.wav,know,4
dataset\audio\FC03Session2wav_headMic0286.wav,gash,4
dataset\audio\MC01Session3wav_headMic0195.wav,tile,4
dataset\audio\M04Session2wav_headMic0073.wav,dark,4
dataset\audio\MC01Session3wav_headMic0194.wav,hail,4
dataset\audio\MC01Session3wav_headMic0188.wav,lies,4
dataset\audio\M05Session1wav_headMic0112.wav,hair,4
dataset\audio\MC01Session3wav_headMic0186.wav,tile,4
dataset\audio\MC01Session3wav_headMic0185.wav,duck,4
dataset\audio\FC03Session2wav_headMic0294.wav,leap,4
dataset\audio\MC01Session3wav_headMic0184.wav,fill,4
dataset\audio\M05Session1wav_headMic0113.wav,meat,4
dataset\audio\M05Session1wav_headMic0111.wav,beta,4
dataset\audio\FC03Session3wav_headMic0198.wav,wine,4
dataset\audio\M01Session1wav_headMic0098.wav,corn,4
dataset\audio\FC03Session3wav_headMic0200.wav,fold,4
dataset\audio\MC01Session1wav_headMic0299.wav,sigh,4
dataset\audio\M03Session2wav_headMic0085.wav,meat,4
dataset\audio\M02Session1wav_headMic0084.wav,down,4
dataset\audio\M03Session2wav_headMic0082.wav,feet,4
dataset\audio\M02Session1wav_headMic0086.wav,glow,4
dataset\audio\M02Session1wav_headMic0087.wav,form,4
dataset\audio\M02Session1wav_headMic0088.wav,warm,4
dataset\audio\MC01Session1wav_headMic0301.wav,zero,4
dataset\audio\M02Session1wav_headMic0089.wav,rave,4
dataset\audio\M03Session2wav_headMic0081.wav,warm,4
dataset\audio\M05Session2wav_headMic0380.wav,dead,4
dataset\audio\M05Session2wav_headMic0384.wav,sink,4
dataset\audio\MC01Session1wav_headMic0297.wav,reek,4
dataset\audio\M02Session1wav_headMic0095.wav,meat,4
dataset\audio\M03Session2wav_headMic0076.wav,beat,4
dataset\audio\M03Session2wav_headMic0075.wav,beat,4
dataset\audio\M02Session1wav_headMic0090.wav,warm,4
dataset\audio\M02Session1wav_headMic0099.wav,dark,4
dataset\audio\MC01Session1wav_headMic0305.wav,rich,4
dataset\audio\MC01Session1wav_headMic0306.wav,papa,4
dataset\audio\M03Session2wav_headMic0097.wav,horn,4
dataset\audio\MC01Session1wav_headMic0315.wav,lima,4
dataset\audio\MC01Session1wav_headMic0313.wav,harp,4
dataset\audio\MC01Session1wav_headMic0311.wav,tell,4
dataset\audio\M03Session2wav_headMic0093.wav,knew,4
dataset\audio\M02Session1wav_headMic0070.wav,weed,4
dataset\audio\M05Session2wav_headMic0377.wav,zulu,4
dataset\audio\M05Session2wav_headMic0379.wav,knot,4
dataset\audio\MC01Session1wav_headMic0310.wav,park,4
dataset\audio\M03Session2wav_headMic0091.wav,slip,4
dataset\audio\M02Session1wav_headMic0073.wav,born,4
dataset\audio\M03Session2wav_headMic0090.wav,down,4
dataset\audio\M05Session2wav_headMic0378.wav,knot,4
dataset\audio\MC01Session3wav_headMic0345.wav,seat,4
dataset\audio\M02Session1wav_headMic0074.wav,beat,4
dataset\audio\M02Session1wav_headMic0075.wav,knew,4
dataset\audio\M02Session1wav_headMic0072.wav,left,4
dataset\audio\M02Session1wav_headMic0100.wav,rake,4
dataset\audio\M02Session1wav_headMic0101.wav,race,4
dataset\audio\MC01Session1wav_headMic0293.wav,fill,4
dataset\audio\M02Session1wav_headMic0128.wav,menu,4
dataset\audio\M02Session1wav_headMic0129.wav,side,4
dataset\audio\MC01Session1wav_headMic0022.wav,beat,4
dataset\audio\M03Session2wav_headMic0047.wav,dark,4
dataset\audio\M03Session2wav_headMic0046.wav,grow,4
dataset\audio\MC01Session1wav_headMic0024.wav,beat,4
dataset\audio\M02Session1wav_headMic0131.wav,sigh,4
dataset\audio\MC01Session1wav_headMic0272.wav,cake,4
dataset\audio\M02Session1wav_headMic0132.wav,loop,4
dataset\audio\M03Session2wav_headMic0040.wav,raid,4
dataset\audio\M02Session1wav_headMic0134.wav,area,4
dataset\audio\M02Session1wav_headMic0136.wav,hear,4
dataset\audio\MC01Session1wav_headMic0267.wav,sell,4
dataset\audio\M02Session1wav_headMic0140.wav,hate,4
dataset\audio\M03Session2wav_headMic0038.wav,rate,4
dataset\audio\MC01Session1wav_headMic0264.wav,chop,4
dataset\audio\M02Session1wav_headMic0133.wav,here,4
dataset\audio\MC01Session1wav_headMic0021.wav,park,4
dataset\audio\MC01Session1wav_headMic0018.wav,left,4
dataset\audio\MC01Session1wav_headMic0017.wav,torn,4
dataset\audio\M03Session2wav_headMic0069.wav,form,4
dataset\audio\MC01Session1wav_headMic0291.wav,spit,4
dataset\audio\MC01Session1wav_headMic0286.wav,darn,4
dataset\audio\M02Session1wav_headMic0107.wav,rage,4
dataset\audio\M02Session1wav_headMic0108.wav,hair,4
dataset\audio\M03Session2wav_headMic0066.wav,beat,4
dataset\audio\M02Session1wav_headMic0111.wav,goat,4
dataset\audio\M02Session1wav_headMic0113.wav,corn,4
dataset\audio\M03Session2wav_headMic0063.wav,knee,4
dataset\audio\M03Session2wav_headMic0062.wav,torn,4
dataset\audio\MC01Session1wav_headMic0010.wav,feed,4
dataset\audio\M02Session1wav_headMic0116.wav,feed,4
dataset\audio\M03Session2wav_headMic0059.wav,park,4
dataset\audio\MC01Session1wav_headMic0281.wav,leak,4
dataset\audio\MC01Session1wav_headMic0013.wav,horn,4
dataset\audio\MC01Session1wav_headMic0278.wav,nine,4
dataset\audio\M03Session2wav_headMic0056.wav,beta,4
dataset\audio\M05Session2wav_headMic0366.wav,fork,4
dataset\audio\M02Session1wav_headMic0064.wav,knee,4
dataset\audio\MC01Session1wav_headMic0317.wav,kilo,4
dataset\audio\M02Session1wav_headMic0061.wav,beat,4
dataset\audio\M05Session2wav_headMic0326.wav,chip,4
dataset\audio\M03Session2wav_headMic0141.wav,loop,4
dataset\audio\M01Session2wav_headMic0282.wav,seed,4
dataset\audio\M05Session2wav_headMic0328.wav,said,4
dataset\audio\M05Session2wav_headMic0329.wav,nest,4
dataset\audio\M05Session2wav_headMic0331.wav,walk,4
dataset\audio\MC01Session2wav_headMic0035.wav,seed,4
dataset\audio\MC01Session2wav_headMic0037.wav,golf,4
dataset\audio\M02Session1wav_headMic0006.wav,grow,4
dataset\audio\M02Session1wav_headMic0007.wav,feed,4
dataset\audio\MC01Session2wav_headMic0033.wav,cart,4
dataset\audio\M05Session2wav_headMic0334.wav,meat,4
dataset\audio\M02Session1wav_headMic0010.wav,farm,4
dataset\audio\M05Session2wav_headMic0336.wav,rest,4
dataset\audio\M05Session2wav_headMic0337.wav,hand,4
dataset\audio\MC01Session2wav_headMic0031.wav,five,4
dataset\audio\M05Session2wav_headMic0332.wav,dice,4
dataset\audio\MC01Session2wav_headMic0040.wav,dart,4
dataset\audio\M01Session2wav_headMic0276.wav,mush,4
dataset\audio\M03Session2wav_headMic0143.wav,four,4
dataset\audio\M01Session2wav_headMic0258.wav,park,4
dataset\audio\M01Session2wav_headMic0259.wav,harp,4
dataset\audio\MC01Session2wav_headMic0060.wav,zulu,4
dataset\audio\M01Session2wav_headMic0261.wav,dark,4
dataset\audio\MC01Session2wav_headMic0058.wav,nest,4
dataset\audio\M01Session2wav_headMic0263.wav,city,4
dataset\audio\M05Session2wav_headMic0322.wav,knot,4
dataset\audio\M03Session2wav_headMic0150.wav,deer,4
dataset\audio\M03Session2wav_headMic0149.wav,hear,4
dataset\audio\MC01Session2wav_headMic0053.wav,left,4
dataset\audio\MC01Session2wav_headMic0050.wav,blow,4
dataset\audio\M01Session2wav_headMic0270.wav,sell,4
dataset\audio\M03Session2wav_headMic0148.wav,area,4
dataset\audio\M03Session2wav_headMic0146.wav,gnaw,4
dataset\audio\M03Session2wav_headMic0145.wav,suit,4
dataset\audio\MC01Session2wav_headMic0046.wav,sign,4
dataset\audio\MC01Session2wav_headMic0044.wav,lair,4
dataset\audio\M03Session2wav_headMic0130.wav,know,4
dataset\audio\MC01Session1wav_headMic0030.wav,hair,4
dataset\audio\M02Session1wav_headMic0015.wav,rain,4
dataset\audio\M02Session1wav_headMic0017.wav,feet,4
dataset\audio\MC01Session2wav_headMic0004.wav,hark,4
dataset\audio\M02Session1wav_headMic0038.wav,feet,4
dataset\audio\M03Session2wav_headMic0109.wav,rage,4
dataset\audio\MC01Session2wav_headMic0002.wav,much,4
dataset\audio\M02Session1wav_headMic0040.wav,rate,4
dataset\audio\M02Session1wav_headMic0041.wav,knew,4
dataset\audio\M03Session2wav_headMic0108.wav,left,4
dataset\audio\MC01Session2wav_headMic0007.wav,city,4
dataset\audio\M02Session1wav_headMic0043.wav,know,4
dataset\audio\M05Session2wav_headMic0362.wav,sell,4
dataset\audio\MC01Session1wav_headMic0326.wav,hill,4
dataset\audio\MC01Session1wav_headMic0324.wav,dark,4
dataset\audio\M02Session1wav_headMic0056.wav,horn,4
dataset\audio\M02Session1wav_headMic0059.wav,beta,4
dataset\audio\M05Session2wav_headMic0364.wav,hand,4
dataset\audio\M02Session1wav_headMic0060.wav,slip,4
dataset\audio\MC01Session2wav_headMic0001.wav,echo,4
dataset\audio\MC01Session2wav_headMic0008.wav,lick,4
dataset\audio\M02Session1wav_headMic0030.wav,torn,4
dataset\audio\M03Session2wav_headMic0113.wav,rake,4
dataset\audio\M03Session2wav_headMic0129.wav,know,4
dataset\audio\M02Session1wav_headMic0018.wav,ship,4
dataset\audio\M02Session1wav_headMic0019.wav,park,4
dataset\audio\MC01Session2wav_headMic0029.wav,part,4
dataset\audio\MC01Session2wav_headMic0021.wav,mush,4
dataset\audio\M05Session2wav_headMic0340.wav,nice,4
dataset\audio\MC01Session2wav_headMic0017.wav,leak,4
dataset\audio\M05Session2wav_headMic0344.wav,neat,4
dataset\audio\M03Session2wav_headMic0122.wav,wish,4
dataset\audio\M05Session2wav_headMic0350.wav,lock,4
dataset\audio\M05Session2wav_headMic0351.wav,left,4
dataset\audio\M05Session2wav_headMic0354.wav,rock,4
dataset\audio\M03Session2wav_headMic0116.wav,rave,4
dataset\audio\MC01Session2wav_headMic0015.wav,barn,4
dataset\audio\M02Session1wav_headMic0026.wav,raid,4
dataset\audio\M05Session2wav_headMic0355.wav,four,4
dataset\audio\MC01Session2wav_headMic0012.wav,side,4
dataset\audio\M02Session1wav_headMic0016.wav,fair,4
dataset\audio\M03Session2wav_headMic0034.wav,feet,4
dataset\audio\M02Session1wav_headMic0144.wav,drop,4
dataset\audio\M02Session1wav_headMic0146.wav,slip,4
dataset\audio\MC01Session1wav_headMic0067.wav,form,4
dataset\audio\MC01Session1wav_headMic0069.wav,knew,4
dataset\audio\M02Session2wav_headMic0109.wav,lick,4
dataset\audio\M02Session2wav_headMic0110.wav,lick,4
dataset\audio\MC01Session1wav_headMic0071.wav,farm,4
dataset\audio\M02Session2wav_headMic0112.wav,tell,4
dataset\audio\MC01Session1wav_headMic0074.wav,slip,4
dataset\audio\M02Session2wav_headMic0107.wav,sigh,4
