audio path,prompt
dataset\audio\FC02Session3wav_headMic0619.wav,harm
dataset\audio\FC02Session3wav_headMic0620.wav,The plot is laced with mysterious incidents.
dataset\audio\FC02Session3wav_headMic0621.wav,The plot is laced with mysterious incidents.
dataset\audio\FC02Session3wav_headMic0622.wav,We shelled clams for the chowder.
dataset\audio\FC02Session3wav_headMic0623.wav,We experience distress and frustration obtaining our degrees.
dataset\audio\FC02Session3wav_headMic0624.wav,seed
dataset\audio\FC02Session3wav_headMic0625.wav,ticks
dataset\audio\FC02Session3wav_headMic0626.wav,hash
dataset\audio\FC02Session3wav_headMic0627.wav,ate
dataset\audio\FC02Session3wav_headMic0628.wav,The prowler wore a ski mask for disguise.
dataset\audio\FC02Session3wav_headMic0629.wav,There was no confirmation of such massive assaults from independent sources.
dataset\audio\FC02Session3wav_headMic0630.wav,chap
dataset\audio\FC02Session3wav_headMic0631.wav,reap
dataset\audio\FC02Session3wav_headMic0632.wav,chop
dataset\audio\FC02Session3wav_headMic0633.wav,dug
dataset\audio\FC02Session3wav_headMic0634.wav,lax
dataset\audio\FC02Session3wav_headMic0635.wav,We know we can score.
dataset\audio\FC02Session3wav_headMic0636.wav,munch
dataset\audio\FC02Session3wav_headMic0637.wav,Try to work things out.
dataset\audio\FC02Session3wav_headMic0638.wav,"This, he added, brought about petty jealousies and petty personal grievances."
dataset\audio\FC02Session3wav_headMic0639.wav,steak
dataset\audio\FC02Session3wav_headMic0640.wav,pat
dataset\audio\FC02Session3wav_headMic0641.wav,is
dataset\audio\FC02Session3wav_headMic0642.wav,Even a simple vocabulary contains symbols.
dataset\audio\FC02Session3wav_headMic0643.wav,end
dataset\audio\FC02Session3wav_headMic0644.wav,The eastern coast is a place for pure pleasure and excitement.
dataset\audio\FC02Session3wav_headMic0645.wav,cat
dataset\audio\FC02Session3wav_headMic0646.wav,dial
dataset\audio\FC02Session3wav_headMic0647.wav,tile
dataset\audio\FC02Session3wav_headMic0648.wav,low
dataset\audio\FC02Session3wav_headMic0649.wav,hold
dataset\audio\FC02Session3wav_headMic0650.wav,hall
dataset\audio\FC02Session3wav_headMic0651.wav,tall
dataset\audio\FC02Session3wav_headMic0652.wav,cold
dataset\audio\FC02Session3wav_headMic0653.wav,whip
dataset\audio\FC02Session3wav_headMic0654.wav,fork
dataset\audio\FC02Session3wav_headMic0655.wav,corn
dataset\audio\FC02Session3wav_headMic0656.wav,hash
dataset\audio\FC02Session3wav_headMic0657.wav,dock
dataset\audio\FC02Session3wav_headMic0658.wav,You have to expect a few bad calls.
dataset\audio\FC02Session3wav_headMic0659.wav,You have to expect a few bad calls.
dataset\audio\FC02Session3wav_headMic0660.wav,ink
dataset\audio\FC02Session3wav_headMic0661.wav,rise
dataset\audio\FC02Session3wav_headMic0662.wav,Handle it any way you have to.
dataset\audio\FC02Session3wav_headMic0666.wav,hand
dataset\audio\FC02Session3wav_headMic0667.wav,harm
dataset\audio\FC02Session3wav_headMic0668.wav,They'll never fit me again.
dataset\audio\FC02Session3wav_headMic0669.wav,weep
dataset\audio\FC02Session3wav_headMic0670.wav,term
dataset\audio\FC02Session3wav_headMic0671.wav,There is such a program.
dataset\audio\FC02Session3wav_headMic0672.wav,wide
dataset\audio\FC02Session3wav_headMic0673.wav,Did you eat yet?
dataset\audio\FC02Session3wav_headMic0674.wav,tort
dataset\audio\FC02Session3wav_headMic0675.wav,pad
dataset\audio\FC02Session3wav_headMic0676.wav,sort
dataset\audio\FC02Session3wav_headMic0677.wav,We got drenched from the uninterrupted rain.
dataset\audio\FC02Session3wav_headMic0679.wav,pant
dataset\audio\FC02Session3wav_headMic0680.wav,win
dataset\audio\FC02Session3wav_headMic0681.wav,was
dataset\audio\FC02Session3wav_headMic0682.wav,row
dataset\audio\FC02Session3wav_headMic0683.wav,A few may be hard to find.
dataset\audio\FC02Session3wav_headMic0684.wav,cake
dataset\audio\FC02Session3wav_headMic0685.wav,hat
dataset\audio\FC02Session3wav_headMic0686.wav,low
dataset\audio\FC02Session3wav_headMic0687.wav,"""Cable confirmation"", it said translated."
dataset\audio\FC02Session3wav_headMic0688.wav,that
dataset\audio\FC02Session3wav_headMic0689.wav,We've done it in the past.
dataset\audio\FC02Session3wav_headMic0690.wav,wise
dataset\audio\FC02Session3wav_headMic0691.wav,burn
dataset\audio\FC02Session3wav_headMic0692.wav,We knew we weren't doing well.
dataset\audio\FC02Session3wav_headMic0693.wav,had
dataset\audio\FC02Session3wav_headMic0694.wav,pat
dataset\audio\FC02Session3wav_headMic0695.wav,Upgrade your status to reflect your wealth.
dataset\audio\FC02Session3wav_headMic0696.wav,wax
dataset\audio\FC02Session3wav_headMic0697.wav,bed
dataset\audio\FC02Session3wav_headMic0698.wav,Spring Street is straight ahead.
dataset\audio\FC02Session3wav_headMic0699.wav,The store serves meals every day.
dataset\audio\FC02Session3wav_headMic0700.wav,We're all disappointed with our start.
dataset\audio\FC02Session3wav_headMic0701.wav,She will order the wine.
dataset\audio\FC02Session3wav_headMic0702.wav,heat
dataset\audio\FC02Session3wav_headMic0703.wav,eyes
dataset\audio\FC02Session3wav_headMic0704.wav,hold
dataset\audio\FC02Session3wav_headMic0705.wav,sink
dataset\audio\FC02Session3wav_headMic0706.wav,sink
dataset\audio\FC02Session3wav_headMic0707.wav,weave
dataset\audio\FC02Session3wav_headMic0708.wav,The family requests that flowers be omitted.
dataset\audio\FC02Session3wav_headMic0709.wav,wart
dataset\audio\FC02Session3wav_headMic0710.wav,wack
dataset\audio\FC02Session3wav_headMic0711.wav,wine
dataset\audio\FC02Session3wav_headMic0712.wav,short
dataset\audio\FC02Session3wav_headMic0713.wav,short
dataset\audio\FC02Session3wav_headMic0714.wav,They received all the things they needed.
dataset\audio\FC02Session3wav_headMic0715.wav,cork
dataset\audio\FC02Session3wav_headMic0717.wav,with
dataset\audio\FC02Session3wav_headMic0718.wav,form
dataset\audio\FC02Session3wav_headMic0719.wav,ship
dataset\audio\FC02Session3wav_headMic0720.wav,ache
dataset\audio\FC02Session3wav_headMic0721.wav,dash
dataset\audio\FC02Session3wav_headMic0722.wav,He took heart and played.
dataset\audio\FC02Session3wav_headMic0723.wav,The snow blew into large drifts.
dataset\audio\FC02Session3wav_headMic0724.wav,Regular attendance is seldom required.
dataset\audio\FC02Session3wav_headMic0725.wav,ball
dataset\audio\FC02Session3wav_headMic0726.wav,It was time to go up myself.
dataset\audio\FC02Session3wav_headMic0727.wav,hall
dataset\audio\FC02Session3wav_headMic0728.wav,born
dataset\audio\FC02Session3wav_headMic0729.wav,born
dataset\audio\FC02Session3wav_headMic0730.wav,hail
dataset\audio\FC02Session3wav_headMic0731.wav,Last year's gas shortage caused steep price increases.
dataset\audio\FC02Session3wav_headMic0732.wav,had
dataset\audio\FC02Session3wav_headMic0733.wav,Both cars were slightly damaged.
dataset\audio\FC02Session3wav_headMic0734.wav,The new highway is straight and empty.
dataset\audio\FC02Session3wav_headMic0735.wav,feed
dataset\audio\FC02Session3wav_headMic0736.wav,hate
dataset\audio\FC02Session3wav_headMic0737.wav,The staff deserves a lot of credit working down here under real obstacles.
dataset\audio\FC02Session3wav_headMic0738.wav,hid
dataset\audio\FC02Session3wav_headMic0739.wav,bad
dataset\audio\FC02Session3wav_headMic0740.wav,tip
dataset\audio\FC02Session3wav_headMic0741.wav,seed
dataset\audio\FC02Session3wav_headMic0742.wav,why
dataset\audio\FC02Session3wav_headMic0744.wav,Luke
dataset\audio\FC02Session3wav_headMic0745.wav,leak
dataset\audio\FC02Session3wav_headMic0746.wav,farm
dataset\audio\FC02Session3wav_headMic0747.wav,fold
dataset\audio\FC02Session3wav_headMic0748.wav,pink
dataset\audio\FC02Session3wav_headMic0749.wav,waste
dataset\audio\FC02Session3wav_headMic0750.wav,all
dataset\audio\FC02Session3wav_headMic0751.wav,horn
dataset\audio\FC02Session3wav_headMic0752.wav,Eat your raisins outdoors on the porch steps.
dataset\audio\FC02Session3wav_headMic0753.wav,He noted the fact carefully.
dataset\audio\FC02Session3wav_headMic0754.wav,blow
dataset\audio\FC02Session3wav_headMic0755.wav,"When you are through, write a clean report."
dataset\audio\FC02Session3wav_headMic0756.wav,sail
dataset\audio\FC02Session3wav_headMic0757.wav,wipe
dataset\audio\FC02Session3wav_headMic0758.wav,pad
dataset\audio\FC02Session3wav_headMic0759.wav,Continental drift is a geological theory.
dataset\audio\FC02Session3wav_headMic0760.wav,court
dataset\audio\FC02Session3wav_headMic0761.wav,It was a huge part of my life.
dataset\audio\FC02Session3wav_headMic0762.wav,tail
dataset\audio\FC02Session3wav_headMic0763.wav,Porcupines resemble sea urchins.
dataset\audio\FC02Session3wav_headMic0764.wav,Challenge each general's intelligence.
dataset\audio\FC02Session3wav_headMic0765.wav,torn
dataset\audio\FC02Session3wav_headMic0766.wav,blow
dataset\audio\FC02Session3wav_headMic0767.wav,hall
dataset\audio\FC02Session3wav_headMic0768.wav,wives
dataset\audio\FC02Session3wav_headMic0769.wav,He can't abide mistakes in his own game.
dataset\audio\FC02Session3wav_headMic0770.wav,docks
dataset\audio\FC02Session3wav_headMic0771.wav,hail
dataset\audio\FC02Session3wav_headMic0772.wav,pole
dataset\audio\FC02Session3wav_headMic0773.wav,stable
dataset\audio\FC02Session3wav_headMic0774.wav,each
dataset\audio\FC02Session3wav_headMic0775.wav,Hiring the wife for one's company may win her tax-aided retirement income.
dataset\audio\FC02Session3wav_headMic0776.wav,We must be ready for any needed sacrifice.
dataset\audio\FC02Session3wav_headMic0777.wav,able
dataset\audio\FC02Session3wav_headMic0778.wav,ban
dataset\audio\FC02Session3wav_headMic0779.wav,hall
dataset\audio\FC02Session3wav_headMic0780.wav,beat
dataset\audio\FC02Session3wav_headMic0781.wav,vat
dataset\audio\FC02Session3wav_headMic0783.wav,She makes other trips for pleasure.
dataset\audio\FC02Session3wav_headMic0784.wav,page
dataset\audio\FC02Session3wav_headMic0785.wav,phone
dataset\audio\FC02Session3wav_headMic0786.wav,beat
dataset\audio\FC02Session3wav_headMic0787.wav,It looked like an accordion.
dataset\audio\FC02Session3wav_headMic0788.wav,boot
dataset\audio\FC02Session3wav_headMic0789.wav,paid
dataset\audio\FC02Session3wav_headMic0790.wav,sprain
dataset\audio\FC02Session3wav_headMic0791.wav,wall
dataset\audio\FC02Session3wav_headMic0792.wav,fool
dataset\audio\FC02Session3wav_headMic0793.wav,all
dataset\audio\FC02Session3wav_headMic0794.wav,fell
dataset\audio\FC02Session3wav_headMic0795.wav,boat
dataset\audio\FC02Session3wav_headMic0796.wav,ramp
dataset\audio\FC02Session3wav_headMic0797.wav,tall
dataset\audio\FC02Session3wav_headMic0798.wav,Good service should be rewarded by big tips.
dataset\audio\FC02Session3wav_headMic0799.wav,paint
dataset\audio\FC02Session3wav_headMic0800.wav,Fill that canteen with fresh spring water.
dataset\audio\FC02Session3wav_headMic0801.wav,She was really shook up.
dataset\audio\FC02Session3wav_headMic0802.wav,beg
dataset\audio\FC02Session3wav_headMic0803.wav,sat
dataset\audio\FC02Session3wav_headMic0804.wav,mat
dataset\audio\FC02Session3wav_headMic0805.wav,sap
dataset\audio\FC02Session3wav_headMic0806.wav,pain
dataset\audio\FC02Session3wav_headMic0807.wav,So he hides the mayonnaise.
dataset\audio\FC02Session3wav_headMic0808.wav,fall
dataset\audio\FC02Session3wav_headMic0809.wav,mall
dataset\audio\FC02Session3wav_headMic0810.wav,feel
dataset\audio\FC02Session3wav_headMic0811.wav,fold
dataset\audio\FC02Session3wav_headMic0812.wav,fill
dataset\audio\FC02Session3wav_headMic0813.wav,Only two seemed really appealing to me.
dataset\audio\FC02Session3wav_headMic0814.wav,panel
dataset\audio\FC02Session3wav_headMic0815.wav,Doctors prescribe drugs too freely.
dataset\audio\FC02Session3wav_headMic0816.wav,bat
dataset\audio\FC02Session3wav_headMic0817.wav,vamp
dataset\audio\FC02Session3wav_headMic0818.wav,bat
dataset\audio\FC02Session3wav_headMic0819.wav,bag
dataset\audio\FC02Session3wav_headMic0820.wav,rat
dataset\audio\FC02Session3wav_headMic0821.wav,I saw him a few weeks later.
dataset\audio\FC02Session3wav_headMic0822.wav,It's illegal to postdate a check.
dataset\audio\FC02Session3wav_headMic0823.wav,space
dataset\audio\FC02Session3wav_headMic0824.wav,naval
dataset\audio\FC02Session3wav_headMic0825.wav,street
dataset\audio\FC02Session3wav_headMic0826.wav,stall
dataset\audio\FC02Session3wav_headMic0827.wav,spade
dataset\audio\FC02Session3wav_headMic0828.wav,I got into acting by accident.
dataset\audio\FC02Session3wav_headMic0829.wav,damp
dataset\audio\FC02Session3wav_headMic0830.wav,spray
dataset\audio\FC02Session3wav_headMic0831.wav,peach
dataset\audio\FC02Session3wav_headMic0832.wav,Mabel
dataset\audio\FC02Session3wav_headMic0833.wav,told
dataset\audio\FC02Session3wav_headMic0834.wav,big
dataset\audio\FC02Session3wav_headMic0835.wav,sheet
dataset\audio\FC02Session3wav_headMic0836.wav,She was not seriously injured.
dataset\audio\FC02Session3wav_headMic0837.wav,I like them because they are practical.
dataset\audio\FC02Session3wav_headMic0838.wav,funnel
dataset\audio\FC02Session3wav_headMic0839.wav,tap
dataset\audio\FC02Session3wav_headMic0840.wav,That's the name of the game.
dataset\audio\FC02Session3wav_headMic0841.wav,Gently place Jim's foam sculpture in the box.
dataset\audio\FC02Session3wav_headMic0842.wav,Maybe it's taking longer to get things squared away than the bankers expected.
dataset\audio\FC02Session3wav_headMic0843.wav,reach
dataset\audio\FC02Session3wav_headMic0844.wav,Spain
dataset\audio\FC02Session3wav_headMic0845.wav,file
dataset\audio\FC02Session3wav_headMic0846.wav,cold
dataset\audio\FC02Session3wav_headMic0847.wav,I soon found myself muttering to the walls.
dataset\audio\FC02Session3wav_headMic0848.wav,Old telephone booths aren't easy to find.
dataset\audio\FC02Session3wav_headMic0849.wav,paste
dataset\audio\FC02Session3wav_headMic0850.wav,foil
dataset\audio\FC02Session3wav_headMic0851.wav,map
dataset\audio\FC02Session3wav_headMic0852.wav,find
dataset\audio\FC02Session3wav_headMic0853.wav,gable
dataset\audio\FC02Session3wav_headMic0854.wav,it
dataset\audio\FC02Session3wav_headMic0855.wav,Young and old also got together.
dataset\audio\FC02Session3wav_headMic0856.wav,bull
dataset\audio\FC02Session3wav_headMic0857.wav,crawl
dataset\audio\FC02Session3wav_headMic0858.wav,fall
dataset\audio\FC02Session3wav_headMic0859.wav,pale
dataset\audio\FC02Session3wav_headMic0860.wav,creature
dataset\audio\FC02Session3wav_headMic0861.wav,It fell out of his pocket.
dataset\audio\FC02Session3wav_headMic0862.wav,seat
dataset\audio\FC02Session3wav_headMic0863.wav,We got married right here.
dataset\audio\FC02Session3wav_headMic0864.wav,saddle
dataset\audio\FC02Session3wav_headMic0865.wav,bowl
dataset\audio\FC02Session3wav_headMic0866.wav,nap
dataset\audio\FC02Session3wav_headMic0867.wav,table
dataset\audio\FC02Session3wav_headMic0868.wav,sable
dataset\audio\FC02Session3wav_headMic0869.wav,fable
dataset\audio\FC02Session3wav_headMic0870.wav,mold
dataset\audio\FC02Session3wav_headMic0871.wav,mole
dataset\audio\FC02Session3wav_headMic0872.wav,It's impossible to deal with bureaucracy.
dataset\audio\FC02Session3wav_headMic0873.wav,pace
dataset\audio\FC02Session3wav_headMic0874.wav,neat
dataset\audio\FC02Session3wav_headMic0875.wav,call
dataset\audio\FC02Session3wav_headMic0876.wav,Will you please describe the idiotic predicament.
dataset\audio\FC02Session3wav_headMic0877.wav,screech
dataset\audio\FC02Session3wav_headMic0878.wav,cable
dataset\audio\FC02Session3wav_headMic0879.wav,ladle
dataset\audio\FC02Session3wav_headMic0880.wav,bash
dataset\audio\FC02Session3wav_headMic0881.wav,Can you paint a room or a portrait?
dataset\audio\FC02Session3wav_headMic0882.wav,Bagpipes and bongos are musical instruments.
dataset\audio\FC02Session3wav_headMic0883.wav,That's what I thought it was at first.
dataset\audio\FC02Session3wav_headMic0884.wav,"They make gin saws and deal in parts, supplies and some used gin machinery."
dataset\audio\FC02Session3wav_headMic0886.wav,final
dataset\audio\FC02Session3wav_headMic0887.wav,We just sat there giggling.
dataset\audio\FC02Session3wav_headMic0889.wav,owl
dataset\audio\FC02Session3wav_headMic0890.wav,ball
dataset\audio\FC02Session3wav_headMic0891.wav,Cliff's display was misplaced on the screen.
dataset\audio\FC02Session3wav_headMic0892.wav,She is not sure what to expect.
dataset\audio\FC02Session3wav_headMic0893.wav,teach
dataset\audio\FC02Session3wav_headMic0894.wav,An official deadline cannot be postponed.
dataset\audio\FC02Session3wav_headMic0895.wav,bog
dataset\audio\FC02Session3wav_headMic0896.wav,rattle
dataset\audio\FC02Session3wav_headMic0897.wav,sold
dataset\audio\FC02Session3wav_headMic0898.wav,bought
dataset\audio\FC02Session3wav_headMic0899.wav,bank
dataset\audio\FC02Session3wav_headMic0900.wav,shawl
dataset\audio\FC02Session3wav_headMic0901.wav,soul
dataset\audio\FC02Session3wav_headMic0902.wav,preach
dataset\audio\FC02Session3wav_headMic0903.wav,full
dataset\audio\FC02Session3wav_headMic0905.wav,pull
dataset\audio\FC02Session3wav_headMic0906.wav,Boone
dataset\audio\FC02Session3wav_headMic0907.wav,suppress
dataset\audio\FC02Session3wav_headMic0908.wav,Wages are a key issue.
dataset\audio\FC02Session3wav_headMic0909.wav,rain
dataset\audio\FC02Session3wav_headMic0910.wav,"Unfortunately, there is still little demand for broccoli and cauliflower."
dataset\audio\FC02Session3wav_headMic0911.wav,We saw three deer and a badger.
dataset\audio\FC02Session3wav_headMic0912.wav,contrast
dataset\audio\FC02Session3wav_headMic0913.wav,bit
dataset\audio\FC02Session3wav_headMic0914.wav,A large household needs lots of appliances.
dataset\audio\FC02Session3wav_headMic0915.wav,grain
dataset\audio\FC02Session3wav_headMic0916.wav,Several paintings were sold at the auction.
dataset\audio\FC02Session3wav_headMic0917.wav,impress
dataset\audio\FC02Session3wav_headMic0918.wav,occur
dataset\audio\FC02Session3wav_headMic0919.wav,shore
